"","DexNum","PokemonName","UserID","Complexity","Realism","Artificiality","Fantasy","Humanoid","Cuteness","Coolness","Beauty","Popularity","Generation","Region"
"100",2,"Ivysaur","8014",4,2,1,4,2,3,4,3,4,"1","Kanto"
"101",2,"Ivysaur","8795",4,2,2,4,1,3,4,4,5,"1","Kanto"
"102",2,"Ivysaur","10142",1,4,5,5,1,4,5,4,5,"1","Kanto"
"103",2,"Ivysaur","11724",4,3,2,4,1,2,5,3,5,"1","Kanto"
"104",2,"Ivysaur","11898",3,3,1,4,1,3,3,5,4,"1","Kanto"
"105",2,"Ivysaur","13016",3,4,1,3,1,4,4,3,5,"1","Kanto"
"106",3,"Gigantamax Venusaur","208",5,1,1,5,1,2,2,1,5,"8","Kanto"
"107",3,"Gigantamax Venusaur","748",5,4,1,5,1,3,5,5,5,"8","Kanto"
"108",3,"Gigantamax Venusaur","760",5,3,2,5,1,3,4,4,4,"8","Kanto"
"109",3,"Gigantamax Venusaur","762",5,2,1,5,1,1,5,2,5,"8","Kanto"
"110",3,"Gigantamax Venusaur","772",5,1,5,1,5,1,1,1,1,"8","Kanto"
"111",3,"Gigantamax Venusaur","782",5,2,1,4,1,3,5,2,5,"8","Kanto"
"112",3,"Gigantamax Venusaur","788",5,2,1,5,1,2,5,2,5,"8","Kanto"
"113",3,"Gigantamax Venusaur","796",4,3,1,4,1,3,4,3,4,"8","Kanto"
"114",3,"Gigantamax Venusaur","897",3,3,1,4,1,2,4,2,4,"8","Kanto"
"115",3,"Gigantamax Venusaur","925",5,2,1,5,1,4,5,2,5,"8","Kanto"
"116",3,"Gigantamax Venusaur","1066",5,3,1,5,1,1,4,1,4,"8","Kanto"
"117",3,"Gigantamax Venusaur","1067",3,2,1,5,1,1,3,2,3,"8","Kanto"
"118",3,"Gigantamax Venusaur","1091",4,4,1,5,1,1,4,2,3,"8","Kanto"
"119",3,"Gigantamax Venusaur","1130",5,2,1,5,1,1,5,1,4,"8","Kanto"
"120",3,"Gigantamax Venusaur","1167",5,1,2,4,1,1,4,2,4,"8","Kanto"
"121",3,"Gigantamax Venusaur","1205",4,1,1,5,1,1,5,3,5,"8","Kanto"
"122",3,"Gigantamax Venusaur","1226",3,3,2,5,1,2,4,1,4,"8","Kanto"
"123",3,"Gigantamax Venusaur","1412",1,1,1,5,1,1,2,1,2,"8","Kanto"
"124",3,"Gigantamax Venusaur","1643",4,1,1,5,1,4,4,4,5,"8","Kanto"
"125",3,"Gigantamax Venusaur","1648",4,1,4,4,1,1,3,1,2,"8","Kanto"
"126",3,"Gigantamax Venusaur","1651",4,1,4,4,1,3,4,3,4,"8","Kanto"
"127",3,"Gigantamax Venusaur","1660",4,2,1,4,1,3,4,2,4,"8","Kanto"
"128",3,"Gigantamax Venusaur","1964",3,3,3,1,5,1,1,1,1,"8","Kanto"
"129",3,"Gigantamax Venusaur","1991",5,2,1,4,1,1,2,2,2,"8","Kanto"
"130",3,"Gigantamax Venusaur","2047",4,3,1,4,1,1,3,2,3,"8","Kanto"
"131",3,"Gigantamax Venusaur","2223",5,2,2,5,1,2,4,4,3,"8","Kanto"
"132",3,"Gigantamax Venusaur","2243",4,2,1,4,1,2,5,2,4,"8","Kanto"
"133",3,"Gigantamax Venusaur","2316",5,2,2,5,1,1,1,1,3,"8","Kanto"
"134",3,"Gigantamax Venusaur","2391",4,2,1,3,1,1,4,2,2,"8","Kanto"
"135",3,"Gigantamax Venusaur","2515",5,2,1,5,1,1,4,1,3,"8","Kanto"
"136",3,"Gigantamax Venusaur","2653",4,2,2,5,1,1,4,1,3,"8","Kanto"
"137",3,"Gigantamax Venusaur","2712",5,1,1,5,1,5,5,2,5,"8","Kanto"
"138",3,"Gigantamax Venusaur","2746",4,2,2,4,1,3,3,3,3,"8","Kanto"
"139",3,"Gigantamax Venusaur","2794",4,2,1,4,1,1,4,1,2,"8","Kanto"
"140",3,"Gigantamax Venusaur","3093",5,1,5,4,1,2,5,1,5,"8","Kanto"
"141",3,"Gigantamax Venusaur","3114",3,3,1,4,1,1,2,1,2,"8","Kanto"
"142",3,"Gigantamax Venusaur","3128",5,3,2,5,1,1,5,2,4,"8","Kanto"
"143",3,"Gigantamax Venusaur","3199",5,2,2,4,1,1,4,3,4,"8","Kanto"
"144",3,"Gigantamax Venusaur","3205",5,2,2,5,1,1,5,2,4,"8","Kanto"
"145",3,"Gigantamax Venusaur","3285",4,1,1,5,1,4,5,2,5,"8","Kanto"
"146",3,"Gigantamax Venusaur","3616",5,2,1,4,1,3,4,2,4,"8","Kanto"
"147",3,"Gigantamax Venusaur","3721",3,3,1,5,1,1,4,2,3,"8","Kanto"
"148",3,"Gigantamax Venusaur","4869",5,1,1,5,1,1,5,3,3,"8","Kanto"
"149",3,"Gigantamax Venusaur","4893",5,3,3,5,1,2,5,2,3,"8","Kanto"
"150",3,"Gigantamax Venusaur","4934",3,3,1,5,1,2,4,2,4,"8","Kanto"
"151",3,"Gigantamax Venusaur","5176",5,4,4,5,2,2,5,3,5,"8","Kanto"
"152",3,"Gigantamax Venusaur","6087",4,3,2,4,1,2,5,2,5,"8","Kanto"
"153",3,"Gigantamax Venusaur","6178",4,2,1,5,1,2,4,3,4,"8","Kanto"
"154",3,"Gigantamax Venusaur","7748",4,3,1,4,1,1,4,2,5,"8","Kanto"
"155",3,"Gigantamax Venusaur","9489",5,1,1,5,1,1,5,2,5,"8","Kanto"
"156",3,"Gigantamax Venusaur","11391",3,2,1,4,1,3,4,3,3,"8","Kanto"
"157",3,"Gigantamax Venusaur","11609",5,2,1,5,1,3,4,2,4,"8","Kanto"
"158",3,"Mega Venusaur","273",4,3,1,5,1,3,4,4,4,"6","Kanto"
"159",3,"Mega Venusaur","386",5,4,2,4,2,1,3,2,4,"6","Kanto"
"160",3,"Mega Venusaur","748",5,3,1,5,1,2,4,5,4,"6","Kanto"
"161",3,"Mega Venusaur","762",5,3,1,5,1,3,5,3,5,"6","Kanto"
"162",3,"Mega Venusaur","781",5,1,1,4,1,2,5,3,4,"6","Kanto"
"163",3,"Mega Venusaur","887",5,4,1,5,1,2,4,3,4,"6","Kanto"
"164",3,"Mega Venusaur","947",5,4,2,5,1,1,5,3,5,"6","Kanto"
"165",3,"Mega Venusaur","1016",5,4,1,5,1,2,5,2,5,"6","Kanto"
"166",3,"Mega Venusaur","1035",5,2,1,5,1,3,4,2,4,"6","Kanto"
"167",3,"Mega Venusaur","1093",4,2,2,5,1,4,5,5,5,"6","Kanto"
"168",3,"Mega Venusaur","1130",5,4,1,5,1,2,4,2,4,"6","Kanto"
"169",3,"Mega Venusaur","1153",4,3,1,4,1,3,5,4,4,"6","Kanto"
"170",3,"Mega Venusaur","1224",5,2,2,4,1,3,2,2,2,"6","Kanto"
"171",3,"Mega Venusaur","1254",5,3,1,5,1,1,3,2,4,"6","Kanto"
"172",3,"Mega Venusaur","1327",5,3,1,4,1,2,5,2,4,"6","Kanto"
"173",3,"Mega Venusaur","1410",3,2,1,4,1,1,3,4,5,"6","Kanto"
"174",3,"Mega Venusaur","1708",5,2,2,4,1,2,4,4,5,"6","Kanto"
"175",3,"Mega Venusaur","1833",4,2,1,4,1,2,4,3,4,"6","Kanto"
"176",3,"Mega Venusaur","1964",3,3,3,3,3,3,3,3,1,"6","Kanto"
"177",3,"Mega Venusaur","1989",5,2,1,5,1,4,5,2,4,"6","Kanto"
"178",3,"Mega Venusaur","2069",4,2,1,4,1,2,4,2,4,"6","Kanto"
"179",3,"Mega Venusaur","2116",5,2,1,5,1,2,5,4,5,"6","Kanto"
"180",3,"Mega Venusaur","2213",4,5,1,5,1,2,5,4,4,"6","Kanto"
"181",3,"Mega Venusaur","2223",4,2,2,5,1,2,4,4,4,"6","Kanto"
"182",3,"Mega Venusaur","2390",4,4,1,5,2,2,5,4,5,"6","Kanto"
"183",3,"Mega Venusaur","2393",5,3,1,4,1,3,4,4,4,"6","Kanto"
"184",3,"Mega Venusaur","2530",5,2,1,5,1,5,5,4,5,"6","Kanto"
"185",3,"Mega Venusaur","2532",5,1,5,5,1,2,4,4,4,"6","Kanto"
"186",3,"Mega Venusaur","2656",5,2,2,5,1,3,5,5,5,"6","Kanto"
"187",3,"Mega Venusaur","2794",4,3,1,4,1,1,3,2,3,"6","Kanto"
"188",3,"Mega Venusaur","2991",5,4,2,2,1,1,4,2,4,"6","Kanto"
"189",3,"Mega Venusaur","3003",4,4,2,4,1,3,4,2,3,"6","Kanto"
"190",3,"Mega Venusaur","3006",4,2,2,4,1,3,4,3,5,"6","Kanto"
"191",3,"Mega Venusaur","3009",4,3,1,5,1,3,5,5,5,"6","Kanto"
"192",3,"Mega Venusaur","3192",4,2,2,4,1,1,4,2,4,"6","Kanto"
"193",3,"Mega Venusaur","3199",4,2,2,5,1,2,4,2,4,"6","Kanto"
"194",3,"Mega Venusaur","3281",5,4,4,5,1,2,5,4,5,"6","Kanto"
"195",3,"Mega Venusaur","3412",5,2,1,4,1,1,4,4,5,"6","Kanto"
"196",3,"Mega Venusaur","3568",5,1,2,4,1,1,3,2,3,"6","Kanto"
"197",3,"Mega Venusaur","3894",1,1,1,1,1,3,3,1,1,"6","Kanto"
"198",3,"Mega Venusaur","4873",5,4,1,5,1,4,5,4,4,"6","Kanto"
"199",3,"Mega Venusaur","4934",5,4,1,5,1,2,5,2,4,"6","Kanto"
"200",3,"Mega Venusaur","5025",5,3,1,4,1,3,4,2,3,"6","Kanto"
"201",3,"Mega Venusaur","5035",5,4,1,5,1,4,5,5,5,"6","Kanto"
"202",3,"Mega Venusaur","5298",5,4,1,5,2,4,5,3,5,"6","Kanto"
"203",3,"Mega Venusaur","5878",4,2,2,4,1,1,5,3,4,"6","Kanto"
"204",3,"Mega Venusaur","6091",4,3,1,5,1,3,5,3,5,"6","Kanto"
"205",3,"Mega Venusaur","7154",5,1,2,4,1,2,3,2,3,"6","Kanto"
"206",3,"Mega Venusaur","8664",4,3,2,3,1,5,5,5,5,"6","Kanto"
"207",3,"Mega Venusaur","10142",2,3,4,3,1,1,4,4,4,"6","Kanto"
"208",3,"Mega Venusaur","11728",5,3,1,4,1,3,4,3,4,"6","Kanto"
"209",3,"Mega Venusaur","12365",4,4,1,4,1,2,4,3,4,"6","Kanto"
"210",3,"Mega Venusaur","12650",4,2,2,4,1,2,2,2,2,"6","Kanto"
"211",3,"standard Venusaur","114",5,5,1,5,1,4,4,2,5,"1","Kanto"
"212",3,"standard Venusaur","338",4,4,1,4,1,1,3,2,3,"1","Kanto"
"213",3,"standard Venusaur","363",4,3,1,4,1,2,4,2,5,"1","Kanto"
"214",3,"standard Venusaur","748",4,4,1,4,1,5,5,5,5,"1","Kanto"
"215",3,"standard Venusaur","762",3,3,1,3,1,1,3,2,3,"1","Kanto"
"216",3,"standard Venusaur","765",5,3,3,5,1,3,5,2,4,"1","Kanto"
"217",3,"standard Venusaur","784",2,3,1,1,1,2,4,2,5,"1","Kanto"
"218",3,"standard Venusaur","786",4,4,1,5,1,4,4,4,5,"1","Kanto"
"219",3,"standard Venusaur","871",4,5,1,4,1,1,5,2,4,"1","Kanto"
"220",3,"standard Venusaur","933",3,4,2,3,1,2,4,2,4,"1","Kanto"
"221",3,"standard Venusaur","947",3,4,1,4,1,1,4,2,3,"1","Kanto"
"222",3,"standard Venusaur","1052",2,4,1,4,1,3,4,3,4,"1","Kanto"
"223",3,"standard Venusaur","1067",3,3,1,3,1,2,3,2,3,"1","Kanto"
"224",3,"standard Venusaur","1130",5,3,1,5,1,2,4,2,4,"1","Kanto"
"225",3,"standard Venusaur","1165",3,4,1,4,1,1,4,2,4,"1","Kanto"
"226",3,"standard Venusaur","1213",3,4,1,4,1,2,4,2,5,"1","Kanto"
"227",3,"standard Venusaur","1504",5,2,4,4,2,2,4,2,4,"1","Kanto"
"228",3,"standard Venusaur","1636",5,4,1,5,1,2,5,2,5,"1","Kanto"
"229",3,"standard Venusaur","1651",4,2,2,4,1,3,4,2,4,"1","Kanto"
"230",3,"standard Venusaur","1661",5,4,1,4,1,2,4,3,4,"1","Kanto"
"231",3,"standard Venusaur","1739",4,4,1,4,2,4,5,2,5,"1","Kanto"
"232",3,"standard Venusaur","1945",5,5,1,4,1,4,3,1,5,"1","Kanto"
"233",3,"standard Venusaur","1964",3,3,5,1,5,1,1,1,1,"1","Kanto"
"234",3,"standard Venusaur","1973",4,3,1,4,1,2,2,1,5,"1","Kanto"
"235",3,"standard Venusaur","2097",3,5,1,4,1,4,5,1,4,"1","Kanto"
"236",3,"standard Venusaur","2223",4,3,1,5,1,2,4,4,4,"1","Kanto"
"237",3,"standard Venusaur","2282",4,4,1,4,1,2,5,3,5,"1","Kanto"
"238",3,"standard Venusaur","2423",3,3,1,5,1,1,5,1,5,"1","Kanto"
"239",3,"standard Venusaur","2548",4,4,2,4,1,2,3,2,4,"1","Kanto"
"240",3,"standard Venusaur","2624",4,4,1,2,1,1,4,1,4,"1","Kanto"
"241",3,"standard Venusaur","2656",4,2,2,4,1,4,5,4,5,"1","Kanto"
"242",3,"standard Venusaur","2754",3,4,1,2,1,2,4,3,4,"1","Kanto"
"243",3,"standard Venusaur","3004",4,1,1,5,1,1,4,2,4,"1","Kanto"
"244",3,"standard Venusaur","3199",4,4,2,5,1,1,4,2,5,"1","Kanto"
"245",3,"standard Venusaur","3238",4,4,2,3,1,2,5,3,5,"1","Kanto"
"246",3,"standard Venusaur","3352",4,2,2,4,1,3,5,2,4,"1","Kanto"
"247",3,"standard Venusaur","3353",4,4,1,4,1,3,4,2,4,"1","Kanto"
"248",3,"standard Venusaur","3423",4,4,1,1,1,1,5,2,5,"1","Kanto"
"249",3,"standard Venusaur","3434",2,5,1,4,1,4,5,2,4,"1","Kanto"
"250",3,"standard Venusaur","3523",5,4,1,5,1,2,5,3,5,"1","Kanto"
"251",3,"standard Venusaur","3685",3,5,1,4,1,3,4,3,4,"1","Kanto"
"252",3,"standard Venusaur","3783",3,2,2,4,1,4,5,5,5,"1","Kanto"
"253",3,"standard Venusaur","3954",2,4,1,1,1,2,5,2,3,"1","Kanto"
"254",3,"standard Venusaur","4915",4,4,2,4,1,4,5,5,5,"1","Kanto"
"255",3,"standard Venusaur","5018",4,4,2,4,1,2,4,2,4,"1","Kanto"
"256",3,"standard Venusaur","5070",3,4,2,5,1,2,4,2,5,"1","Kanto"
"257",3,"standard Venusaur","6049",3,3,1,4,1,3,4,2,4,"1","Kanto"
"258",3,"standard Venusaur","6091",4,5,1,5,1,3,5,1,5,"1","Kanto"
"259",3,"standard Venusaur","6762",4,4,2,3,1,3,4,4,5,"1","Kanto"
"260",3,"standard Venusaur","8007",3,3,2,3,1,3,4,1,4,"1","Kanto"
"261",3,"standard Venusaur","9861",3,3,1,3,1,2,3,2,5,"1","Kanto"
"262",3,"standard Venusaur","11725",4,4,4,4,2,2,4,2,5,"1","Kanto"
"263",4,"Charmander","43",1,1,1,3,3,3,3,2,2,"1","Kanto"
"264",4,"Charmander","327",2,2,1,4,3,4,3,3,3,"1","Kanto"
"265",4,"Charmander","338",2,2,2,3,2,4,3,3,3,"1","Kanto"
"266",4,"Charmander","748",2,3,1,5,1,5,4,4,4,"1","Kanto"
"267",4,"Charmander","762",1,1,1,3,2,5,5,3,5,"1","Kanto"
"268",4,"Charmander","786",1,3,1,2,2,4,3,3,4,"1","Kanto"
"269",4,"Charmander","843",1,1,2,2,2,4,2,4,1,"1","Kanto"
"270",4,"Charmander","871",1,3,1,3,2,4,3,3,3,"1","Kanto"
"271",4,"Charmander","929",1,5,1,4,4,5,4,3,5,"1","Kanto"
"272",4,"Charmander","933",3,3,1,4,1,5,3,3,3,"1","Kanto"
"273",4,"Charmander","1016",1,1,1,5,2,5,5,5,5,"1","Kanto"
"274",4,"Charmander","1021",1,2,1,4,4,5,4,4,4,"1","Kanto"
"275",4,"Charmander","1064",2,5,1,3,1,4,4,3,3,"1","Kanto"
"276",4,"Charmander","1093",1,1,2,3,2,2,3,3,3,"1","Kanto"
"277",4,"Charmander","1130",2,2,1,5,2,4,3,3,3,"1","Kanto"
"278",4,"Charmander","1152",2,4,2,3,2,4,3,4,4,"1","Kanto"
"279",4,"Charmander","1169",2,1,1,5,2,5,3,3,4,"1","Kanto"
"280",4,"Charmander","1205",1,2,1,3,1,5,2,4,5,"1","Kanto"
"281",4,"Charmander","1213",2,3,1,4,2,5,4,3,5,"1","Kanto"
"282",4,"Charmander","1224",1,3,2,4,2,4,4,4,4,"1","Kanto"
"283",4,"Charmander","1273",1,1,1,2,2,4,2,2,4,"1","Kanto"
"284",4,"Charmander","1345",2,1,1,2,2,4,4,3,4,"1","Kanto"
"285",4,"Charmander","1371",1,2,1,1,2,4,2,2,3,"1","Kanto"
"286",4,"Charmander","1585",2,4,2,4,3,4,4,3,3,"1","Kanto"
"287",4,"Charmander","1651",2,2,2,5,2,5,5,5,5,"1","Kanto"
"288",4,"Charmander","1653",2,2,1,3,2,5,5,5,5,"1","Kanto"
"289",4,"Charmander","1945",2,3,1,4,3,3,2,2,2,"1","Kanto"
"290",4,"Charmander","1964",5,3,3,3,5,1,1,1,1,"1","Kanto"
"291",4,"Charmander","1989",1,1,1,5,4,4,3,2,4,"1","Kanto"
"292",4,"Charmander","2223",2,1,1,4,1,5,5,5,5,"1","Kanto"
"293",4,"Charmander","2395",1,4,2,4,3,4,3,4,4,"1","Kanto"
"294",4,"Charmander","2445",1,1,1,4,4,5,4,4,4,"1","Kanto"
"295",4,"Charmander","2708",1,4,1,2,1,5,5,5,5,"1","Kanto"
"296",4,"Charmander","2790",1,1,1,5,4,5,5,5,5,"1","Kanto"
"297",4,"Charmander","2794",2,1,1,3,3,4,4,4,4,"1","Kanto"
"298",4,"Charmander","2896",1,2,2,4,1,5,4,3,5,"1","Kanto"
"299",4,"Charmander","2943",1,3,1,5,4,5,5,4,4,"1","Kanto"
"300",4,"Charmander","3186",2,2,1,4,3,4,4,4,4,"1","Kanto"
"301",4,"Charmander","3199",2,2,1,2,1,5,4,3,5,"1","Kanto"
"302",4,"Charmander","3201",2,2,2,4,1,5,4,3,5,"1","Kanto"
"303",4,"Charmander","3353",3,4,1,4,2,4,4,3,4,"1","Kanto"
"304",4,"Charmander","3438",1,2,2,4,2,5,3,3,3,"1","Kanto"
"305",4,"Charmander","3626",1,1,2,3,3,5,4,3,4,"1","Kanto"
"306",4,"Charmander","4105",2,2,1,2,1,4,4,4,4,"1","Kanto"
"307",4,"Charmander","4889",2,3,1,3,1,4,2,4,3,"1","Kanto"
"308",4,"Charmander","5761",2,1,2,4,4,5,5,3,5,"1","Kanto"
"309",4,"Charmander","6439",3,3,3,3,3,3,3,3,3,"1","Kanto"
"310",4,"Charmander","7112",1,2,1,5,4,5,4,5,5,"1","Kanto"
"311",4,"Charmander","8606",3,3,2,3,4,5,5,4,5,"1","Kanto"
"312",4,"Charmander","10142",2,4,2,5,1,1,5,4,5,"1","Kanto"
"313",4,"Charmander","11622",2,4,1,3,2,5,4,4,4,"1","Kanto"
"314",4,"Charmander","11726",1,2,1,2,3,4,4,3,1,"1","Kanto"
"315",5,"Charmeleon","50",2,4,1,4,4,4,5,3,5,"1","Kanto"
