# Dex, Pokemon (name), User ID, Timestamp, complexity, realism, artificiality, fantasy, humanoid, cuteness, coolness, beauty, popularity
1,Bulbasaur,2614,1679247718,1,1,1,1,1,5,4,3,5
1,Bulbasaur,2794,1679259315,3,1,1,4,1,4,3,3,3
1,Bulbasaur,3001,1679328379,1,1,1,4,1,5,4,4,4
1,Bulbasaur,3004,1679328424,3,1,1,5,1,4,4,3,5
1,Bulbasaur,3006,1681587283,3,2,2,4,1,4,4,3,5
1,Bulbasaur,3199,1679565451,2,3,1,3,1,5,5,4,5
1,Bulbasaur,3202,1679479988,3,2,1,4,1,5,4,3,5
1,Bulbasaur,3326,1679376525,2,2,2,4,1,5,4,3,5
1,Bulbasaur,3937,1679877813,2,2,1,2,1,5,4,5,5
1,Bulbasaur,3982,1679931290,2,3,1,3,1,5,4,4,4
1,Bulbasaur,4224,1680455736,3,3,1,4,1,4,3,3,4
1,Bulbasaur,4953,1681605590,2,1,1,3,2,5,3,3,4
1,Bulbasaur,5025,1681653371,1,1,1,3,1,5,4,3,4
1,Bulbasaur,5044,1681678836,2,3,1,3,1,5,4,3,4
1,Bulbasaur,5125,1681855886,2,3,2,2,1,5,4,4,5
1,Bulbasaur,5535,1682415666,1,1,1,4,1,5,4,3,4
1,Bulbasaur,7265,1685575955,1,2,1,3,1,5,4,4,5
1,Bulbasaur,8036,1687180375,2,4,1,4,1,4,4,4,4
1,Bulbasaur,8720,1688515045,2,2,1,4,1,5,5,4,5
1,Bulbasaur,10142,1689917795,1,4,4,5,1,4,5,4,5
1,Bulbasaur,11822,1691391343,2,1,2,5,1,4,3,2,4
1,Bulbasaur,11827,1691391377,2,2,1,3,1,5,5,5,5
1,Bulbasaur,14113,1693834430,2,2,1,4,1,5,3,3,5
2,Ivysaur,43,1677447973,4,2,1,4,1,3,3,4,5
2,Ivysaur,748,1680100844,2,4,1,5,1,5,5,5,5
2,Ivysaur,762,1679082787,2,1,1,3,1,3,5,2,5
2,Ivysaur,763,1679204829,2,4,1,4,1,4,4,4,5
2,Ivysaur,783,1679087963,4,4,1,4,1,3,4,3,3
2,Ivysaur,786,1679087938,2,4,1,4,1,3,4,3,4
2,Ivysaur,843,1681585585,2,3,2,3,1,4,4,3,5
2,Ivysaur,855,1679130081,2,4,2,4,1,4,4,3,4
2,Ivysaur,933,1679142911,3,2,1,3,1,2,4,2,4
2,Ivysaur,969,1679107270,2,2,2,4,1,4,5,3,5
2,Ivysaur,1027,1679209709,2,3,1,3,1,3,4,4,5
2,Ivysaur,1067,1679392759,3,3,1,5,1,4,4,3,3
2,Ivysaur,1085,1679133786,1,4,2,5,1,4,1,3,2
2,Ivysaur,1130,1679166546,4,3,1,4,1,4,4,3,4
2,Ivysaur,1169,1679163002,3,2,1,4,1,3,3,3,3
2,Ivysaur,1213,1679159063,3,4,1,4,1,4,5,4,5
2,Ivysaur,1279,1679616788,3,2,1,3,1,3,4,2,3
2,Ivysaur,1613,1679176825,2,2,5,3,2,3,3,3,3
2,Ivysaur,1697,1679179263,4,3,1,4,1,3,5,3,5
2,Ivysaur,1751,1683323315,4,2,3,3,1,4,4,5,5
2,Ivysaur,1922,1679189347,4,4,1,2,1,2,4,2,4
2,Ivysaur,1964,1679197274,5,3,3,3,5,1,1,1,1
2,Ivysaur,1980,1679193692,4,3,1,4,1,4,4,2,4
2,Ivysaur,1991,1679239341,3,4,2,2,1,2,4,4,4
2,Ivysaur,2223,1679780223,3,3,1,5,1,5,5,5,5
2,Ivysaur,2325,1679222705,3,3,2,4,1,3,4,4,5
2,Ivysaur,2418,1679227103,4,1,1,4,1,4,5,2,5
2,Ivysaur,2530,1679270686,4,4,1,4,1,5,5,2,5
2,Ivysaur,2532,1679234984,4,2,2,4,1,4,4,4,5
2,Ivysaur,2656,1679244979,3,2,2,5,1,4,5,3,5
2,Ivysaur,2705,1679248462,2,2,1,1,1,5,5,5,5
2,Ivysaur,2794,1679254476,3,1,1,4,1,4,4,2,4
2,Ivysaur,2991,1684658441,4,4,1,2,1,2,4,2,5
2,Ivysaur,3002,1679328322,2,4,1,2,1,5,5,5,5
2,Ivysaur,3003,1679328265,2,2,1,3,1,4,4,4,4
2,Ivysaur,3165,1679350119,2,2,1,3,1,2,3,3,4
2,Ivysaur,3280,1679367906,3,2,1,4,1,4,4,3,4
2,Ivysaur,3409,1679431622,3,3,1,3,1,4,5,4,5
2,Ivysaur,3523,1679459582,4,3,1,4,1,4,4,4,4
2,Ivysaur,3593,1679521695,3,3,1,3,1,2,3,4,3
2,Ivysaur,3790,1679708241,2,2,1,3,2,4,3,3,3
2,Ivysaur,4224,1680451600,3,3,1,4,1,4,4,2,4
2,Ivysaur,4948,1681605247,3,2,1,4,1,4,4,4,4
2,Ivysaur,4979,1681612980,2,2,1,4,1,5,4,5,5
2,Ivysaur,4999,1681865138,3,4,1,3,1,4,4,3,3
2,Ivysaur,5103,1681733853,3,3,2,4,1,3,4,3,4
2,Ivysaur,6439,1684071694,3,3,3,3,3,3,3,3,3
2,Ivysaur,8014,1687132114,4,2,1,4,2,3,4,3,4
2,Ivysaur,8795,1688662917,4,2,2,4,1,3,4,4,5
2,Ivysaur,10142,1690077434,1,4,5,5,1,4,5,4,5
2,Ivysaur,11724,1691294744,4,3,2,4,1,2,5,3,5
2,Ivysaur,11898,1691470047,3,3,1,4,1,3,3,5,4
2,Ivysaur,13016,1692622533,3,4,1,3,1,4,4,3,5
3,Gigantamax Venusaur,208,1677736760,5,1,1,5,1,2,2,1,5
3,Gigantamax Venusaur,748,1680101490,5,4,1,5,1,3,5,5,5
3,Gigantamax Venusaur,760,1679081205,5,3,2,5,1,3,4,4,4
3,Gigantamax Venusaur,762,1679436190,5,2,1,5,1,1,5,2,5
3,Gigantamax Venusaur,772,1684619788,5,1,5,1,5,1,1,1,1
3,Gigantamax Venusaur,782,1691425147,5,2,1,4,1,3,5,2,5
3,Gigantamax Venusaur,788,1679083665,5,2,1,5,1,2,5,2,5
3,Gigantamax Venusaur,796,1679236354,4,3,1,4,1,3,4,3,4
3,Gigantamax Venusaur,897,1679094640,3,3,1,4,1,2,4,2,4
3,Gigantamax Venusaur,925,1679097541,5,2,1,5,1,4,5,2,5
3,Gigantamax Venusaur,1066,1679129581,5,3,1,5,1,1,4,1,4
3,Gigantamax Venusaur,1067,1679302526,3,2,1,5,1,1,3,2,3
3,Gigantamax Venusaur,1091,1679135962,4,4,1,5,1,1,4,2,3
3,Gigantamax Venusaur,1130,1679424435,5,2,1,5,1,1,5,1,4
3,Gigantamax Venusaur,1167,1679149036,5,1,2,4,1,1,4,2,4
3,Gigantamax Venusaur,1205,1679153263,4,1,1,5,1,1,5,3,5
3,Gigantamax Venusaur,1226,1679162593,3,3,2,5,1,2,4,1,4
3,Gigantamax Venusaur,1412,1679173448,1,1,1,5,1,1,2,1,2
3,Gigantamax Venusaur,1643,1679178217,4,1,1,5,1,4,4,4,5
3,Gigantamax Venusaur,1648,1679178227,4,1,4,4,1,1,3,1,2
3,Gigantamax Venusaur,1651,1679178176,4,1,4,4,1,3,4,3,4
3,Gigantamax Venusaur,1660,1679178206,4,2,1,4,1,3,4,2,4
3,Gigantamax Venusaur,1964,1679202733,3,3,3,1,5,1,1,1,1
3,Gigantamax Venusaur,1991,1679197879,5,2,1,4,1,1,2,2,2
3,Gigantamax Venusaur,2047,1682029775,4,3,1,4,1,1,3,2,3
3,Gigantamax Venusaur,2223,1680117832,5,2,2,5,1,2,4,4,3
3,Gigantamax Venusaur,2243,1679212017,4,2,1,4,1,2,5,2,4
3,Gigantamax Venusaur,2316,1679218411,5,2,2,5,1,1,1,1,3
3,Gigantamax Venusaur,2391,1679224187,4,2,1,3,1,1,4,2,2
3,Gigantamax Venusaur,2515,1679232847,5,2,1,5,1,1,4,1,3
3,Gigantamax Venusaur,2653,1679275614,4,2,2,5,1,1,4,1,3
3,Gigantamax Venusaur,2712,1679244556,5,1,1,5,1,5,5,2,5
3,Gigantamax Venusaur,2746,1679247517,4,2,2,4,1,3,3,3,3
3,Gigantamax Venusaur,2794,1679256842,4,2,1,4,1,1,4,1,2
3,Gigantamax Venusaur,3093,1679336494,5,1,5,4,1,2,5,1,5
3,Gigantamax Venusaur,3114,1679339558,3,3,1,4,1,1,2,1,2
3,Gigantamax Venusaur,3128,1679368860,5,3,2,5,1,1,5,2,4
3,Gigantamax Venusaur,3199,1679834643,5,2,2,4,1,1,4,3,4
3,Gigantamax Venusaur,3205,1679359587,5,2,2,5,1,1,5,2,4
3,Gigantamax Venusaur,3285,1679492618,4,1,1,5,1,4,5,2,5
3,Gigantamax Venusaur,3616,1679546880,5,2,1,4,1,3,4,2,4
3,Gigantamax Venusaur,3721,1679686858,3,3,1,5,1,1,4,2,3
3,Gigantamax Venusaur,4869,1681585931,5,1,1,5,1,1,5,3,3
3,Gigantamax Venusaur,4893,1681603743,5,3,3,5,1,2,5,2,3
3,Gigantamax Venusaur,4934,1681620844,3,3,1,5,1,2,4,2,4
3,Gigantamax Venusaur,5176,1681840012,5,4,4,5,2,2,5,3,5
3,Gigantamax Venusaur,6087,1683323020,4,3,2,4,1,2,5,2,5
3,Gigantamax Venusaur,6178,1683474774,4,2,1,5,1,2,4,3,4
3,Gigantamax Venusaur,7748,1687189151,4,3,1,4,1,1,4,2,5
3,Gigantamax Venusaur,9489,1689574257,5,1,1,5,1,1,5,2,5
3,Gigantamax Venusaur,11391,1691083771,3,2,1,4,1,3,4,3,3
3,Gigantamax Venusaur,11609,1691254997,5,2,1,5,1,3,4,2,4
3,Gigantamax Venusaur,13476,1693305567,3,4,2,4,2,1,2,2,2
3,Gigantamax Venusaur,14156,1693906051,3,4,1,4,1,2,4,4,4
3,Mega Venusaur,273,1677805748,4,3,1,5,1,3,4,4,4
3,Mega Venusaur,386,1678722948,5,4,2,4,2,1,3,2,4
3,Mega Venusaur,748,1679155988,5,3,1,5,1,2,4,5,4
3,Mega Venusaur,762,1679238293,5,3,1,5,1,3,5,3,5
3,Mega Venusaur,781,1679085919,5,1,1,4,1,2,5,3,4
3,Mega Venusaur,887,1679092855,5,4,1,5,1,2,4,3,4
3,Mega Venusaur,947,1679103143,5,4,2,5,1,1,5,3,5
3,Mega Venusaur,1016,1679175988,5,4,1,5,1,2,5,2,5
3,Mega Venusaur,1035,1679120877,5,2,1,5,1,3,4,2,4
3,Mega Venusaur,1093,1679135410,4,2,2,5,1,4,5,5,5
3,Mega Venusaur,1130,1679246529,5,4,1,5,1,2,4,2,4
3,Mega Venusaur,1153,1679149441,4,3,1,4,1,3,5,4,4
3,Mega Venusaur,1224,1680140256,5,2,2,4,1,3,2,2,2
3,Mega Venusaur,1254,1679162519,5,3,1,5,1,1,3,2,4
3,Mega Venusaur,1327,1679369676,5,3,1,4,1,2,5,2,4
3,Mega Venusaur,1410,1679173305,3,2,1,4,1,1,3,4,5
3,Mega Venusaur,1708,1679179761,5,2,2,4,1,2,4,4,5
3,Mega Venusaur,1833,1679185672,4,2,1,4,1,2,4,3,4
3,Mega Venusaur,1964,1679192571,3,3,3,3,3,3,3,3,1
3,Mega Venusaur,1989,1680430290,5,2,1,5,1,4,5,2,4
3,Mega Venusaur,2069,1679199520,4,2,1,4,1,2,4,2,4
3,Mega Venusaur,2116,1679202612,5,2,1,5,1,2,5,4,5
3,Mega Venusaur,2213,1679212512,4,5,1,5,1,2,5,4,4
3,Mega Venusaur,2223,1679221920,4,2,2,5,1,2,4,4,4
3,Mega Venusaur,2390,1679669003,4,4,1,5,2,2,5,4,5
3,Mega Venusaur,2393,1679224713,5,3,1,4,1,3,4,4,4
3,Mega Venusaur,2530,1679271591,5,2,1,5,1,5,5,4,5
3,Mega Venusaur,2532,1679234507,5,1,5,5,1,2,4,4,4
3,Mega Venusaur,2656,1679244590,5,2,2,5,1,3,5,5,5
3,Mega Venusaur,2794,1679259005,4,3,1,4,1,1,3,2,3
3,Mega Venusaur,2991,1684657945,5,4,2,2,1,1,4,2,4
3,Mega Venusaur,3003,1679328585,4,4,2,4,1,3,4,2,3
3,Mega Venusaur,3006,1679328597,4,2,2,4,1,3,4,3,5
3,Mega Venusaur,3009,1679329789,4,3,1,5,1,3,5,5,5
3,Mega Venusaur,3192,1679580698,4,2,2,4,1,1,4,2,4
3,Mega Venusaur,3199,1679448520,4,2,2,5,1,2,4,2,4
3,Mega Venusaur,3281,1679367646,5,4,4,5,1,2,5,4,5
3,Mega Venusaur,3412,1679406611,5,2,1,4,1,1,4,4,5
3,Mega Venusaur,3568,1679503546,5,1,2,4,1,1,3,2,3
3,Mega Venusaur,3894,1679873638,1,1,1,1,1,3,3,1,1
3,Mega Venusaur,4873,1681586586,5,4,1,5,1,4,5,4,4
3,Mega Venusaur,4934,1681604805,5,4,1,5,1,2,5,2,4
3,Mega Venusaur,5025,1681653325,5,3,1,4,1,3,4,2,3
3,Mega Venusaur,5035,1681672311,5,4,1,5,1,4,5,5,5
3,Mega Venusaur,5298,1682037021,5,4,1,5,2,4,5,3,5
3,Mega Venusaur,5878,1682912606,4,2,2,4,1,1,5,3,4
3,Mega Venusaur,6091,1683418712,4,3,1,5,1,3,5,3,5
3,Mega Venusaur,7154,1686702996,5,1,2,4,1,2,3,2,3
3,Mega Venusaur,8664,1688470907,4,3,2,3,1,5,5,5,5
3,Mega Venusaur,10142,1690084200,2,3,4,3,1,1,4,4,4
3,Mega Venusaur,11728,1691302672,5,3,1,4,1,3,4,3,4
3,Mega Venusaur,12365,1691924690,4,4,1,4,1,2,4,3,4
3,Mega Venusaur,12650,1692494278,4,2,2,4,1,2,2,2,2
3,standard Venusaur,114,1677516915,5,5,1,5,1,4,4,2,5
3,standard Venusaur,338,1681920581,4,4,1,4,1,1,3,2,3
3,standard Venusaur,363,1681130823,4,3,1,4,1,2,4,2,5
3,standard Venusaur,748,1679330781,4,4,1,4,1,5,5,5,5
3,standard Venusaur,762,1679266848,3,3,1,3,1,1,3,2,3
3,standard Venusaur,765,1679081825,5,3,3,5,1,3,5,2,4
3,standard Venusaur,784,1679084620,2,3,1,1,1,2,4,2,5
3,standard Venusaur,786,1679137438,4,4,1,5,1,4,4,4,5
3,standard Venusaur,871,1679091080,4,5,1,4,1,1,5,2,4
3,standard Venusaur,933,1679154787,3,4,2,3,1,2,4,2,4
3,standard Venusaur,947,1679102870,3,4,1,4,1,1,4,2,3
3,standard Venusaur,1052,1679125500,2,4,1,4,1,3,4,3,4
3,standard Venusaur,1067,1679177279,3,3,1,3,1,2,3,2,3
3,standard Venusaur,1130,1679352466,5,3,1,5,1,2,4,2,4
3,standard Venusaur,1165,1679149914,3,4,1,4,1,1,4,2,4
3,standard Venusaur,1213,1679164857,3,4,1,4,1,2,4,2,5
3,standard Venusaur,1504,1679173789,5,2,4,4,2,2,4,2,4
3,standard Venusaur,1636,1679181374,5,4,1,5,1,2,5,2,5
3,standard Venusaur,1651,1679230565,4,2,2,4,1,3,4,2,4
3,standard Venusaur,1661,1679251925,5,4,1,4,1,2,4,3,4
3,standard Venusaur,1739,1679181270,4,4,1,4,2,4,5,2,5
3,standard Venusaur,1945,1679192892,5,5,1,4,1,4,3,1,5
3,standard Venusaur,1964,1679204745,3,3,5,1,5,1,1,1,1
3,standard Venusaur,1973,1679192873,4,3,1,4,1,2,2,1,5
3,standard Venusaur,2097,1679201318,3,5,1,4,1,4,5,1,4
3,standard Venusaur,2223,1679868376,4,3,1,5,1,2,4,4,4
3,standard Venusaur,2282,1679214294,4,4,1,4,1,2,5,3,5
3,standard Venusaur,2423,1679227359,3,3,1,5,1,1,5,1,5
3,standard Venusaur,2548,1679531282,4,4,2,4,1,2,3,2,4
3,standard Venusaur,2624,1679240427,4,4,1,2,1,1,4,1,4
3,standard Venusaur,2656,1679245299,4,2,2,4,1,4,5,4,5
3,standard Venusaur,2754,1679259876,3,4,1,2,1,2,4,3,4
3,standard Venusaur,3004,1679328454,4,1,1,5,1,1,4,2,4
3,standard Venusaur,3199,1690114610,4,4,2,5,1,1,4,2,5
3,standard Venusaur,3238,1679363228,4,4,2,3,1,2,5,3,5
3,standard Venusaur,3352,1680312732,4,2,2,4,1,3,5,2,4
3,standard Venusaur,3353,1679383788,4,4,1,4,1,3,4,2,4
3,standard Venusaur,3423,1691510612,4,4,1,1,1,1,5,2,5
3,standard Venusaur,3434,1679417756,2,5,1,4,1,4,5,2,4
3,standard Venusaur,3523,1679459959,5,4,1,5,1,2,5,3,5
3,standard Venusaur,3685,1679613213,3,5,1,4,1,3,4,3,4
3,standard Venusaur,3783,1679724942,3,2,2,4,1,4,5,5,5
3,standard Venusaur,3954,1679940003,2,4,1,1,1,2,5,2,3
3,standard Venusaur,4915,1681594036,4,4,2,4,1,4,5,5,5
3,standard Venusaur,5018,1681649729,4,4,2,4,1,2,4,2,4
3,standard Venusaur,5070,1681691216,3,4,2,5,1,2,4,2,5
3,standard Venusaur,6049,1683295456,3,3,1,4,1,3,4,2,4
3,standard Venusaur,6091,1683418617,4,5,1,5,1,3,5,1,5
3,standard Venusaur,6762,1684679115,4,4,2,3,1,3,4,4,5
3,standard Venusaur,8007,1687127886,3,3,2,3,1,3,4,1,4
3,standard Venusaur,9861,1689741866,3,3,1,3,1,2,3,2,5
3,standard Venusaur,11725,1691294896,4,4,4,4,2,2,4,2,5
3,standard Venusaur,13170,1692823581,2,5,1,4,1,4,5,3,5
4,Charmander,43,1677446880,1,1,1,3,3,3,3,2,2
4,Charmander,327,1678011541,2,2,1,4,3,4,3,3,3
4,Charmander,338,1681674199,2,2,2,3,2,4,3,3,3
4,Charmander,748,1679436267,2,3,1,5,1,5,4,4,4
4,Charmander,762,1679088715,1,1,1,3,2,5,5,3,5
4,Charmander,786,1679220133,1,3,1,2,2,4,3,3,4
4,Charmander,843,1679087203,1,1,2,2,2,4,2,4,1
4,Charmander,871,1679529844,1,3,1,3,2,4,3,3,3
4,Charmander,929,1679098007,1,5,1,4,4,5,4,3,5
4,Charmander,933,1679186367,3,3,1,4,1,5,3,3,3
4,Charmander,1016,1679197246,1,1,1,5,2,5,5,5,5
4,Charmander,1021,1679116512,1,2,1,4,4,5,4,4,4
4,Charmander,1064,1679144395,2,5,1,3,1,4,4,3,3
4,Charmander,1093,1679135449,1,1,2,3,2,2,3,3,3
4,Charmander,1130,1679168467,2,2,1,5,2,4,3,3,3
4,Charmander,1152,1679178000,2,4,2,3,2,4,3,4,4
4,Charmander,1169,1679752971,2,1,1,5,2,5,3,3,4
4,Charmander,1205,1679153198,1,2,1,3,1,5,2,4,5
4,Charmander,1213,1681649586,2,3,1,4,2,5,4,3,5
4,Charmander,1224,1681006257,1,3,2,4,2,4,4,4,4
4,Charmander,1273,1679163160,1,1,1,2,2,4,2,2,4
4,Charmander,1345,1682207317,2,1,1,2,2,4,4,3,4
4,Charmander,1371,1679332042,1,2,1,1,2,4,2,2,3
4,Charmander,1585,1679184802,2,4,2,4,3,4,4,3,3
4,Charmander,1651,1679230677,2,2,2,5,2,5,5,5,5
4,Charmander,1653,1679177876,2,2,1,3,2,5,5,5,5
4,Charmander,1945,1679201707,2,3,1,4,3,3,2,2,2
4,Charmander,1964,1679204921,5,3,3,3,5,1,1,1,1
4,Charmander,1989,1680428760,1,1,1,5,4,4,3,2,4
4,Charmander,2223,1679868985,2,1,1,4,1,5,5,5,5
4,Charmander,2395,1679224643,1,4,2,4,3,4,3,4,4
4,Charmander,2445,1679236052,1,1,1,4,4,5,4,4,4
4,Charmander,2708,1679244369,1,4,1,2,1,5,5,5,5
4,Charmander,2790,1679252184,1,1,1,5,4,5,5,5,5
4,Charmander,2794,1679255897,2,1,1,3,3,4,4,4,4
4,Charmander,2896,1679274500,1,2,2,4,1,5,4,3,5
4,Charmander,2943,1679295656,1,3,1,5,4,5,5,4,4
4,Charmander,3186,1679353006,2,2,1,4,3,4,4,4,4
4,Charmander,3199,1690116437,2,2,1,2,1,5,4,3,5
4,Charmander,3201,1679358944,2,2,2,4,1,5,4,3,5
4,Charmander,3353,1679383013,3,4,1,4,2,4,4,3,4
4,Charmander,3438,1679416196,1,2,2,4,2,5,3,3,3
4,Charmander,3626,1679555188,1,1,2,3,3,5,4,3,4
4,Charmander,4105,1680130315,2,2,1,2,1,4,4,4,4
4,Charmander,4889,1681590442,2,3,1,3,1,4,2,4,3
4,Charmander,5761,1682715863,2,1,2,4,4,5,5,3,5
4,Charmander,6439,1684071404,3,3,3,3,3,3,3,3,3
4,Charmander,7112,1685332842,1,2,1,5,4,5,4,5,5
4,Charmander,8606,1688267980,3,3,2,3,4,5,5,4,5
4,Charmander,10142,1689896607,2,4,2,5,1,1,5,4,5
4,Charmander,11622,1691826557,2,4,1,3,2,5,4,4,4
4,Charmander,11726,1691301817,1,2,1,2,3,4,4,3,1
4,Charmander,13395,1693008118,5,4,4,4,5,5,4,4,4
4,Charmander,14109,1693828888,2,3,1,2,1,4,3,4,4
5,Charmeleon,50,1677461985,2,4,1,4,4,4,5,3,5
5,Charmeleon,208,1677870894,1,1,2,3,1,1,1,1,2
5,Charmeleon,338,1679252007,2,2,2,4,2,2,4,3,3
5,Charmeleon,748,1679089736,3,3,1,4,1,1,3,2,3
5,Charmeleon,762,1679442134,2,3,1,3,3,1,4,3,3
5,Charmeleon,786,1684054301,2,3,2,3,2,2,4,3,3
5,Charmeleon,794,1679084704,2,4,1,4,3,3,4,2,4
5,Charmeleon,892,1679100550,2,2,2,4,2,3,4,3,3
5,Charmeleon,933,1679143763,2,2,1,3,2,3,5,3,4
5,Charmeleon,991,1679110797,3,2,2,4,3,2,5,3,4
5,Charmeleon,1090,1679162403,1,2,1,4,3,2,3,3,2
5,Charmeleon,1091,1679135650,1,3,1,4,2,2,4,3,3
5,Charmeleon,1130,1679155410,3,2,1,5,2,1,4,3,3
5,Charmeleon,1213,1680430175,1,4,1,3,1,2,5,3,4
5,Charmeleon,1224,1680138397,1,2,2,4,4,2,4,3,3
5,Charmeleon,1324,1679167586,2,3,1,4,3,4,4,4,4
5,Charmeleon,1611,1679176597,1,4,2,2,3,3,3,2,3
5,Charmeleon,1648,1679210585,1,3,2,4,3,3,5,3,4
5,Charmeleon,1703,1679179712,1,4,2,4,4,2,4,3,4
5,Charmeleon,1795,1679183824,1,2,1,1,3,2,3,2,3
5,Charmeleon,1863,1679239573,2,2,1,4,4,4,4,3,4
5,Charmeleon,1945,1679193579,3,4,1,3,4,1,4,2,3
5,Charmeleon,1964,1679200732,3,3,3,3,5,1,1,1,1
5,Charmeleon,2020,1679223247,1,2,1,4,3,2,4,2,4
5,Charmeleon,2073,1679199843,2,4,1,4,4,1,1,1,1
5,Charmeleon,2223,1679780468,3,3,2,4,3,1,1,1,1
5,Charmeleon,2390,1679224489,2,4,1,5,5,3,5,4,5
5,Charmeleon,2406,1679232124,2,2,1,5,3,4,4,3,4
5,Charmeleon,2548,1679619238,2,4,1,3,2,3,5,4,5
5,Charmeleon,2667,1679242746,2,3,2,2,2,3,4,2,4
5,Charmeleon,2794,1679259628,2,2,1,4,3,3,4,3,3
5,Charmeleon,2805,1679274713,1,3,2,3,3,3,5,3,5
5,Charmeleon,2991,1679323843,1,4,1,2,2,2,5,3,5
5,Charmeleon,3004,1683049722,2,2,2,3,2,2,4,2,3
5,Charmeleon,3066,1679333185,1,4,1,4,3,2,3,3,4
5,Charmeleon,3133,1679343171,2,2,1,4,3,3,4,3,4
5,Charmeleon,3199,1679477553,2,4,1,3,1,4,5,3,5
5,Charmeleon,3202,1679359385,3,2,2,5,4,1,4,2,3
5,Charmeleon,3352,1679382033,2,3,3,4,3,2,2,4,3
5,Charmeleon,3409,1679417173,2,2,2,3,4,4,4,3,4
5,Charmeleon,3783,1679724814,3,2,3,3,2,3,4,3,4
5,Charmeleon,4756,1681421398,1,3,1,1,1,3,5,3,5
5,Charmeleon,4934,1681602263,1,5,1,4,4,4,5,5,5
5,Charmeleon,4999,1682042222,2,2,2,3,2,3,4,3,3
5,Charmeleon,5025,1681654915,1,2,2,4,3,4,5,4,4
5,Charmeleon,5103,1681820632,3,3,2,4,3,3,4,3,4
5,Charmeleon,7188,1685447731,5,1,5,5,1,1,5,5,5
5,Charmeleon,8606,1688269428,2,4,1,2,4,4,4,2,4
5,Charmeleon,10138,1689883768,2,2,2,3,3,2,5,4,4
5,Charmeleon,10142,1690088042,1,4,5,5,1,3,5,3,5
5,Charmeleon,11745,1691331611,4,3,2,4,1,3,5,4,5
5,Charmeleon,11979,1693089900,2,2,1,4,4,3,4,3,4
5,Charmeleon,12365,1691923547,2,2,1,4,3,2,4,3,4
6,Gigantamax Charizard,174,1677701117,4,3,2,4,2,1,2,2,2
6,Gigantamax Charizard,338,1679159523,4,4,2,4,1,1,2,2,2
6,Gigantamax Charizard,748,1679091501,4,4,1,5,1,1,5,4,4
6,Gigantamax Charizard,750,1679082141,4,1,1,5,1,1,2,2,1
6,Gigantamax Charizard,762,1679440201,5,3,2,5,2,3,5,2,5
6,Gigantamax Charizard,786,1681635008,5,3,2,4,1,1,4,3,4
6,Gigantamax Charizard,814,1679085235,4,2,1,4,2,3,4,3,4
6,Gigantamax Charizard,933,1679102377,5,1,4,5,1,1,4,1,1
6,Gigantamax Charizard,1042,1679124649,5,2,3,5,3,1,5,3,2
6,Gigantamax Charizard,1057,1679234958,4,2,2,5,1,1,5,3,5
6,Gigantamax Charizard,1067,1679176115,3,3,1,5,1,1,5,3,3
6,Gigantamax Charizard,1090,1679492603,3,3,2,5,1,1,4,3,3
